,,,unique_id,,org_cat,,,,,lang,region,sous-region,city,,,,province,country,timestamp_creation,,,,,,,,,,,,,,,,type
,,,mWyAqTll4U2aKhm5SYdx,,grocery_store,,,,,fr,Montréal,Rosemont - La Petite-Patrie,Montréal,,,,Quebec,Canada,2021-09-29,,,,,,,,,,,,,,,,Supermarché
,,,2C7wJV22aB5HB28zUKqV,,institution,,,,,fr,Montérégie,Le Haut-Richelieu,St Jean sur Richelieu,,,,Quebec,Canada,2021-09-29,,,,,,,,,,,,,,,,Institution
,,,7riuaPvzTnvigUcZO5tU,,specialized_grocery_store,,,,,fr,Saguenay--Lac-Saint-Jean,Saguenay,chicoutimi,,,,Quebec,Canada,2021-09-29,,,,,,,,,,,,,,,,Petite épicerie ou comptoir
,,,C3cw7GBeFC7VMW7qtVQ9,,specialized_grocery_store,,,,,fr,Montérégie,Le Haut-Richelieu,St-Jean sur Richelieu,,,,Quebec,Canada,2021-09-29,,,,,,,,,,,,,,,,Petite épicerie ou comptoir
,,,GddDnBvyW9tKJPgJiG5d,,specialized_grocery_store,,,,,fr,Montérégie,Rouville,Marieville,,,,Quebec,Canada,2021-09-29,,,,,,,,,,,,,,,,Petite épicerie ou comptoir
,,,LTRt4Am1rmWTRpzXx9XE,,institution,,,,,fr,Lanaudière,Joliette,Saint-Ambroise-de-Kildare,,,,Quebec,Canada,2021-09-29,,,,,,,,,,,,,,,,Institution
,,,UkvefvlQs3SESKGMriBc,,restaurant,,,,,fr,Centre-du-Québec,L'Érable,Saint-Ferdinand,,,,Quebec,Canada,2021-09-29,,,,,,,,,,,,,,,,Restaurant ou traiteur
,,,qX1r0CSJBuhQfVE0u0Tn,,institution,,,,,en,Laurentides,Deux-Montagnes,SAINT-EUSTACHE,,,,Quebec,Canada,2021-09-29,,,,,,,,,,,,,,,,Institution
,,,qgfqidwGrGpqSWnvrYke,,institution,,,,,fr,Montérégie,Marguerite-D'Youville,Saint-amable,,,,Quebec,Canada,2021-09-29,,,,,,,,,,,,,,,,Institution
,,,u72OohfXFXcTiNgktrD7,,restaurant,,,,,fr,Outaouais,Papineau,st emile de suffolk,,,,Quebec,Canada,2021-09-29,,,,,,,,,,,,,,,,Restaurant ou traiteur
,,,6RX80WrSKtWyMRh4KHCx,,restaurant,,,,,fr,Estrie,Memphrémagog,Magog,,,,Quebec,Canada,2021-09-29,,,,,,,,,,,,,,,,Restaurant ou traiteur
,,,mqNfWiFmXHx9iyRp3Rb5,,community_organization,,,,,fr,Montréal,Villeray - Saint-Michel - Parc-Extension,Montréal,,,,Quebec,Canada,2021-09-29,,,,,,,,,,,,,,,,Organisme communautaire
,,,sysXnbf8x0U2gfCdXMle,,restaurant,,,,,fr,Laval,Laval,Laval,,,,Quebec,Canada,2021-09-30,,,,,,,,,,,,,,,,Restaurant ou traiteur
,,,4xJjhTQhgvcJWQdZBje5,,institution,,,,,fr,Montréal,Ville-Marie,Montréal,,,,Quebec,Canada,2021-09-30,,,,,,,,,,,,,,,,Institution
,,,6IaUX2HIHU45wfFtqFFA,,restaurant,,,,,fr,Laurentides,Deux-Montagnes,Ste Marthe sur le Lac,,,,Quebec,Canada,2021-09-30,,,,,,,,,,,,,,,,Restaurant ou traiteur
,,,TmRKiqcRWXci92fDW9kL,,restaurant,,,,,fr,Mauricie,Maskinongé,saint-élie-de-caxton,,,,Quebec,Canada,2021-09-30,,,,,,,,,,,,,,,,Restaurant ou traiteur
,,,8sOYsZe1uLv82F16rpdp,,specialized_grocery_store,,,,,fr,Montréal,Rivière-des-Prairies - Pointe-aux-Trembles,Montréal,,,,Quebec,Canada,2021-09-30,,,,,,,,,,,,,,,,Petite épicerie ou comptoir
,,,3CIO4KJnP8dHaqt4dwCU,,restaurant,,,,,en,Montérégie,Vaudreuil-Soulanges,Vaudreuil-Dorion,,,,Quebec,Canada,2021-09-30,,,,,,,,,,,,,,,,Restaurant ou traiteur
,,,dbSPsAwordcKhCKXwclq,,specialized_grocery_store,,,,,fr,Bas-Saint-Laurent,La Matanie,Matane,,,,Quebec,Canada,2021-09-30,,,,,,,,,,,,,,,,Petite épicerie ou comptoir
,,,e3QasrFmCwUPI9EktGIh,,restaurant,,,,,fr,Montérégie,Marguerite-D'Youville,Contrecoeur,,,,Quebec,Canada,2021-09-30,,,,,,,,,,,,,,,,Restaurant ou traiteur
,,,12Pn23m1QE35it0IRsbk,,institution,,,,,fr,Montérégie,La Vallée-du-Richelieu,Chambly,,,,Quebec,Canada,2021-10-01,,,,,,,,,,,,,,,,Institution
,,,BRG94LSH7aUS0EkCPDIT,,artisan,,,,,fr,Bas-Saint-Laurent,Rimouski-Neigette,Rimouski,,,,Quebec,Canada,2021-10-01,,,,,,,,,,,,,,,,Artisan ou transformateur
,,,bGKribK1IWMg7XPKiRWH,,institution,,,,,fr,Montérégie,La Vallée-du-Richelieu,Beloeil,,,,Quebec,Canada,2021-10-01,,,,,,,,,,,,,,,,Institution
,,,Vqoa0lIFkMZvdqgrRCNw,,specialized_grocery_store,,,,,fr,Montréal,Ville-Marie,Montréal,,,,Quebec,Canada,2021-10-02,,,,,,,,,,,,,,,,Petite épicerie ou comptoir
,,,RTChk3aXeMJr5JP9PQqH,,restaurant,,,,,fr,Montérégie,Longueuil,Greenfield Park,,,,Quebec,Canada,2021-10-04,,,,,,,,,,,,,,,,Restaurant ou traiteur
,,,YMPSS9DHkiFG3nk65lLn,,grocery_store,,,,,fr,Bas-Saint-Laurent,Kamouraska,Saint-Pascal,,,,Quebec,Canada,2021-10-04,,,,,,,,,,,,,,,,Supermarché
,,,d6tfTvRBWoxeioJ3QcuW,,artisan,,,,,fr,Estrie,Memphrémagog,Stukely-sud,,,,Quebec,Canada,2021-10-04,,,,,,,,,,,,,,,,Artisan ou transformateur
,,,RAMkyJKMh014sIp7kJX4,,restaurant,,,,,fr,Saguenay--Lac-Saint-Jean,Saguenay,Chicoutimi,,,,Quebec,Canada,2021-10-05,,,,,,,,,,,,,,,,Restaurant ou traiteur
